id,address,state,city,zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code"
3572,"645 W. OLIVE AVENUE",CA,REDLANDS,92373,34.049383,-117.188054,1,rooftop,645,"W Olive Ave",Redlands,CA,"San Bernardino County",92373,US,"City of Redlands",2018,06,06071,0659962,008200,4012,4,060710082004012,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3573,"1320 CRAFTON AVENUE",CA,MENTONE,92359,34.071097,-117.121102,1,rooftop,1320,"Crafton Ave",Mentone,CA,"San Bernardino County",92359,US,"City of Redlands",2018,06,06071,0646884,008602,1033,1,060710086021033,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3574,"10568 CALIFORNIA ST.",CA,REDLANDS,92373,34.061696,-117.226812,1,rooftop,10568,"California St",Redlands,CA,"San Bernardino County",92373,US,"City of Redlands",2018,06,06071,0659962,007306,2000,2,060710073062000,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3575,"1550 E. HIGHLAND AVENUE",CA,REDLANDS,92374,34.050657,-117.148862,1,rooftop,1550,"E Highland Ave",Redlands,CA,"San Bernardino County",92374,US,"City of Redlands",2018,06,06071,0659962,008403,2011,2,060710084032011,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3576,"111 W. LUGONIA AVE",CA,REDLANDS,92374,34.069437,-117.184094,1,rooftop,111,"W Lugonia Ave",Redlands,CA,"San Bernardino County",92374,US,"City of Redlands",2018,06,06071,0659962,008002,5001,5,060710080025001,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3577,"1210 W. CYPRESS AVE",CA,REDLANDS,92373,34.03916,-117.192261,1,rooftop,1210,"W Cypress Ave",Redlands,CA,"San Bernardino County",92373,US,"City of Redlands",2018,06,06071,0659962,008301,4018,4,060710083014018,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3578,"1505 RICHARDSON STREET",CA,"SAN BERNARDINO",92408,34.074648,-117.252316,1,range_interpolation,1505,"Richardson St","San Bernardino",CA,"San Bernardino County",92408,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0665000,007200,4000,4,060710072004000,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3579,"791 E FOOTHILL BLVD",CA,UPLAND,91786,34.108063,-117.64008,1,rooftop,791,"E Foothill Blvd",Upland,CA,"San Bernardino County",91786,US,"San Bernardino County",2018,06,06071,0681344,000808,3015,3,060710008083015,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3580,"9499 I AVENUE",CA,HESPERIA,92345,34.423476,-117.28159,1,rooftop,9499,"I Ave",Hesperia,CA,"San Bernardino County",92345,US,"San Bernardino County",2018,06,06071,0633434,010013,4023,4,060710100134023,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3581,"1455 E. LYNWOOD DRIVE",CA,"SAN BERNARDINO",92404,34.146423,-117.255545,1,rooftop,1455,"E Lynwood Dr","San Bernardino",CA,"San Bernardino County",92404,US,"San Bernardino County",2018,06,06071,0665000,006203,2006,2,060710062032006,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3582,"515 W. RIALTO AVE",CA,RIALTO,92376,34.099207,-117.379368,1,rooftop,515,"W Rialto Ave",Rialto,CA,"San Bernardino County",92376,US,"San Bernardino County",2018,06,06071,0660466,003509,1019,1,060710035091019,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3583,"11497 BARTLETT ROAD, SUITE A1",CA,ADELANTO,92301,34.578601,-117.414449,0.6,rooftop,11497,"Bartlett Ave",Adelanto,CA,"San Bernardino County",92301,US,"San Bernardino County",2018,06,06071,0600296,009116,4011,4,060710091164011,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3584,"13589 NAVAJO ROAD SUITE 106",CA,"APPLE VALLEY",92308,34.498519,-117.189591,0.9,rooftop,13589,"Navajo Rd","Apple Valley",CA,"San Bernardino County",92307,US,"San Bernardino County",2018,06,06071,0602364,009712,1010,1,060710097121010,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3585,"2818 MACY STREET",CA,MUSCOY,92407,34.147291,-117.34,1,range_interpolation,2818,"Macy St","San Bernardino",CA,"San Bernardino County",92407,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0665000,004104,1013,1,060710041041013,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3586,"1180 W 9TH STREET",CA,"SAN BERNARDINO",92411,34.116313,-117.310769,1,rooftop,1180,"W 9th St","San Bernardino",CA,"San Bernardino County",92411,US,"San Bernardino County",2018,06,06071,0665000,004700,2009,2,060710047002009,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3587,"5585 RIVERSIDE DRIVE",CA,CHINO,91710,34.018757,-117.683384,1,rooftop,5585,"Riverside Dr",Chino,CA,"San Bernardino County",91710,US,"San Bernardino County",2018,06,06071,0613210,000605,2002,2,060710006052002,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3588,"22836 FIR LANE",CA,CRESTLINE,92325,34.247359,-117.30516,1,range_interpolation,22836,"Fir Ln",Crestline,CA,"San Bernardino County",92325,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0617162,010802,2028,2,060710108022028,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3589,"9324 SAN BERNARDINO ROAD",CA,CUCAMONGA,91730,34.109328,-117.60178,1,rooftop,9324,"San Bernardino Rd","Rancho Cucamonga",CA,"San Bernardino County",91730,US,"San Bernardino County",2018,06,06071,0659451,002027,1008,1,060710020271008,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3590,"2382 NORTH DEL ROSA AVENUE",CA,"SAN BERNARDINO",92404,34.138364,-117.252566,1,range_interpolation,2382,"N Del Rosa Ave","San Bernardino",CA,"San Bernardino County",92404,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0665000,006204,2004,2,060710062042004,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3591,"9352 ""E"" STREET",CA,HESPERIA,92345,34.374627,-117.300435,0.33,place,,,Hesperia,CA,"San Bernardino County",92345,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0633434,010024,3021,3,060710100243021,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3592,"26887 5TH STREET",CA,HIGHLAND,92346,34.108285,-117.21847,1,range_interpolation,26887,"5th St",Highland,CA,"San Bernardino County",92346,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0633588,007603,1012,1,060710076031012,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3593,"503 EAST CENTRAL AVENUE",CA,"SAN BERNARDINO",92408,34.085782,-117.275953,1,range_interpolation,503,"E Central Ave","San Bernardino",CA,"San Bernardino County",92408,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0665000,007200,2011,2,060710072002011,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3594,"17251 DANTE STREET",CA,VICTORVILLE,92394,34.563732,-117.286825,1,rooftop,17251,"Dante St",Victorville,CA,"San Bernardino County",92394,US,"San Bernardino County",2018,06,06071,0682590,012101,3015,3,060710121013015,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3595,"555 WEST MAPLE AVENUE",CA,ONTARIO,91762,34.042731,-117.657663,0.6,range_interpolation,555,"W Maple St",Ontario,CA,"San Bernardino County",91762,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0653896,001707,1011,1,060710017071011,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3596,"1432 NORTH WILLOW AVENUE",CA,RIALTO,92376,34.125646,-117.374958,1,range_interpolation,1432,"N Willow Ave",Rialto,CA,"San Bernardino County",92376,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0660466,003506,1003,1,060710035061003,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3597,"18422 BEAR VALLEY ROAD",CA,VICTORVILLE,92395,34.471077,-117.259332,1,range_interpolation,18422,"Bear Valley Rd",Victorville,CA,"San Bernardino County",92395,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,,010004,4023,4,060710100044023,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3598,"9315 CITRUS AVENUE",CA,FONTANA,92335,34.083842,-117.453091,1,rooftop,9315,"Citrus Ave",Fontana,CA,"San Bernardino County",92335,US,"San Bernardino County",2018,06,06071,0624680,003101,1004,1,060710031011004,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3599,"720 NORTH SULTANA AVENUE",CA,ONTARIO,91764,34.071139,-117.64528,1,rooftop,720,"N Sultana",Ontario,CA,"San Bernardino County",91764,US,"San Bernardino County",2018,06,06071,0653896,001200,2010,2,060710012002010,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3600,"125 HORIZON AVE",CA,REDLANDS,92374,34.070873,-117.18084,1,rooftop,125,"Horizon Ave",Redlands,CA,"San Bernardino County",92374,US,"City of Redlands",2018,06,06071,0659962,008002,2001,2,060710080022001,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3601,"1360 WEST FOOTHILL BOULEVARD",CA,RIALTO,92376,34.107099,-117.39801,1,rooftop,1360,"W Foothill Blvd",Rialto,CA,"San Bernardino County",92376,US,"San Bernardino County",2018,06,06071,0660466,003507,1013,1,060710035071013,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3602,"485 NORTH EUCALYPTUS AVENUE",CA,RIALTO,92376,34.108348,-117.356288,1,rooftop,485,"N Eucalyptus Ave",Rialto,CA,"San Bernardino County",92376,US,"San Bernardino County",2018,06,06071,0660466,003803,2014,2,060710038032014,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3603,"2969 FLORES ST",CA,"SAN BERNARDINO",92405,34.145615,-117.327974,0.9,range_interpolation,2969,"Flores St","San Bernardino",CA,"San Bernardino County",92407,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0665000,004103,2007,2,060710041032007,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3604,"15 NORTH CENTER STREET",CA,REDLANDS,92373,34.053176,-117.191867,1,rooftop,15,"N Center St",Redlands,CA,"San Bernardino County",92373,US,"City of Redlands",2018,06,06071,0659962,008100,2010,2,060710081002010,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3605,"71409 29 PALMS HIGHWAY",CA,"TWENTY NINE PALMS",92777,34.221438,-116.048053,0.8,range_interpolation,71409,"Palm Ct","Twentynine Palms",CA,"San Bernardino County",92277,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0680994,010402,1333,1,060710104021333,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3606,"732 NORTH 3RD AVENUE",CA,UPLAND,91786,34.102492,-117.646961,1,range_interpolation,732,"N 3rd Ave",Upland,CA,"San Bernardino County",91786,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0681344,000901,2011,2,060710009012011,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3607,"14029 AMARGOSA ROAD SUITE C",CA,VICTORVILLE,92392,34.504435,-117.329628,1,rooftop,14029,"Amargosa Rd",Victorville,CA,"San Bernardino County",92392,US,"San Bernardino County",2018,06,06071,0682590,009904,1021,1,060710099041021,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3608,"472 CRESTVIEW  AVENUE",CA,"SAN BERNARDINO",92410,34.119253,-117.275856,1,range_interpolation,472,"Crestview Ave","San Bernardino",CA,"San Bernardino County",92410,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0665000,006401,1004,1,060710064011004,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3609,"12236 CALIFORNIA STREET",CA,YUCAIPA,92399,34.03144,-117.039186,1,rooftop,12236,"California St",Yucaipa,CA,"San Bernardino County",92399,US,"San Bernardino County",2018,06,06071,0687042,008800,2012,2,060710088002012,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3610,"56389 PIMA TRAIL",CA,"YUCCA VALLEY",92284,34.118859,-116.434058,1,rooftop,56389,"Pima Trl","Yucca Valley",CA,"San Bernardino County",92284,US,"San Bernardino County",2018,06,06071,0687056,010413,3013,3,060710104133013,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3611,"11711 SAND CANYON RD",CA,YUCAIPA,92399,34.040212,-117.100602,1,rooftop,11711,"Sand Canyon Rd",Yucaipa,CA,"San Bernardino County",92399,US,"City of Redlands",2018,06,06071,0687042,008706,4000,4,060710087064000,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3612,"701 S MT VERNON AVE",CA,"SAN BERNARDINO",92410,34.089573,-117.313713,1,range_interpolation,701,"S Mount Vernon Ave","San Bernardino",CA,"San Bernardino County",92410,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0665000,012400,2005,2,060710124002005,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3613,"21482 YUCCA LOMA RD",CA,"APPLE VALLEY",92307,34.500834,-117.194721,1,rooftop,21482,"Yucca Loma Rd","Apple Valley",CA,"San Bernardino County",92307,US,"San Bernardino County",2018,06,06071,0602364,009715,5034,5,060710097155034,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3614,"10376 BALDY MESA RD",CA,VICTORVILLE,92392,34.437621,-117.451146,0.9,range_interpolation,10376,"Baldy Mesa Rd",Phelan,CA,"San Bernardino County",92371,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0656826,009119,1035,1,060710091191035,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3615,"9542 WILSON RANCH RD",CA,PHELAN,92329-6000,34.423819,-117.523104,0.9,rooftop,9542,"Wilson Ranch Rd",Phelan,CA,"San Bernardino County",92371,US,"San Bernardino County",2018,06,06071,0656826,009109,4040,4,060710091094040,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3616,"4167 PHELAN RD",CA,PHELAN,92371,34.42633,-117.572542,1,range_interpolation,4167,"Phelan Rd",Phelan,CA,"San Bernardino County",92371,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0656826,,,,,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3617,"878 MONO RD",CA,"PINON HILLS",92372,34.44885,-117.641419,0.6,nearest_rooftop_match,963,"Mono Rd","Pinon Hills",CA,"San Bernardino County",92372,US,"San Bernardino County",2018,06,06071,0657302,009107,3035,3,060710091073035,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3618,"13403 VISTA VERDE ST.",CA,VICTORVILLE,92392,34.494999,-117.404596,1,range_interpolation,13403,"Vista Verde St",Victorville,CA,"San Bernardino County",92392,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0682590,009118,3061,3,060710091183061,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3619,"1175 HWY 2",CA,WRIGHTWOOD,92397,34.362039,-117.636397,1,range_interpolation,1175,"State Rte 2",Wrightwood,CA,"San Bernardino County",92397,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0686594,009201,2018,2,060710092012018,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3620,"900 E GILBERT ST BLDG 8",CA,"SAN BERNARDINO",92415,34.126966,-117.267683,0.9,range_interpolation,900,"E Gilbert St","San Bernardino",CA,"San Bernardino County",92404,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0665000,006301,1000,1,060710063011000,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3621,"56525, LITTLE LEAGUE DRIVE",CA,"YUCCA VALLEY",92284,34.125544,-116.430698,1,rooftop,56525,"Little League Dr","Yucca Valley",CA,"San Bernardino County",92284,US,"San Bernardino County",2018,06,06071,0687056,010411,3032,3,060710104113032,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3622,"410 E. PARKCENTER CIRCLE NORTH",CA,"SAN BERNARDINO",92408,34.076471,-117.276389,1,rooftop,410,"E Parkcenter Cir","San Bernardino",CA,"San Bernardino County",92408,US,"San Bernardino County",2018,06,06071,0665000,007200,2037,2,060710072002037,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3623,"7191 BOULDER AVE",CA,HIGHLAND,92346,34.124634,-117.195063,1,rooftop,7191,"Boulder Ave",Highland,CA,"San Bernardino County",92346,US,"San Bernardino County",2018,06,06071,0633588,007901,1005,1,060710079011005,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3624,"14273 BASELINE RD",CA,FONTANA,92335,34.121295,-117.493842,0.9,range_interpolation,14273,"Baseline Rd",Fontana,CA,"San Bernardino County",92336,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0624680,002038,2000,2,060710020382000,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3625,"1001 EAST SIXTEENTH STREET",CA,UPLAND,91784,34.118032,-117.29354,0.6,rooftop,1001,"N E St","San Bernardino",CA,"San Bernardino County",92410,US,"San Bernardino County",2018,06,06071,0665000,005600,1003,1,060710056001003,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3626,"5500 UNIVERSITY PARKWAY",CA,"SAN BERNARDINO",92407,34.176574,-117.330009,1,range_interpolation,5500,"University Pkwy","San Bernardino",CA,"San Bernardino County",92407,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0665000,004510,2001,2,060710045102001,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3627,"USMCLB-BARSTOW BLDG 103",CA,BARSTOW,92311,34.980295,-116.964449,1,place,,,Barstow,CA,"San Bernardino County",92311,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0604030,011900,4000,4,060710119004000,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3628,"USMCLB-BARSTOW BLDG 372",CA,BARSTOW,92311,34.980295,-116.964449,1,place,,,Barstow,CA,"San Bernardino County",92311,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0604030,011900,4000,4,060710119004000,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3629,"USMCLB-BARSTOW BLDG 63",CA,BARSTOW,92311,34.980295,-116.964449,1,place,,,Barstow,CA,"San Bernardino County",92311,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0604030,011900,4000,4,060710119004000,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3630,"59025 YUCCA TRAIL",CA,"YUCCA VALLEY",92284,34.119437,-116.376609,1,rooftop,59025,"Yucca Trl","Yucca Valley",CA,"San Bernardino County",92284,US,"San Bernardino County",2018,06,06071,0687056,010412,2008,2,060710104122008,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3631,"14114 HESPERIA ROAD",CA,VICTORVILLE,92395,34.507435,-117.297002,1,rooftop,14114,"Hesperia Rd",Victorville,CA,"San Bernardino County",92395,US,"San Bernardino County",2018,06,06071,,009913,2025,2,060710099132025,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3632,"14045 TOPAZ RD",CA,VICTORVILLE,92392,34.477627,-117.381876,0.6,street_center,,"Topaz Rd",Victorville,CA,"San Bernardino County",92392,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0682590,009118,1021,1,060710091181021,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3633,"720 SOUTH E STREET",CA,"SAN BERNARDINO",92408,34.08724,-117.294316,1,rooftop,720,"S E St","San Bernardino",CA,"San Bernardino County",92408,US,"San Bernardino County",2018,06,06071,0665000,012400,1009,1,060710124001009,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3634,"304 NORTH PEPPER",CA,RIALTO,92376,34.105647,-117.353572,1,rooftop,304,"N Pepper Ave",Rialto,CA,"San Bernardino County",92376,US,"San Bernardino County",2018,06,06071,0660466,003900,1000,1,060710039001000,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3635,"14750 LIVE OAK",CA,FONTANA,92337,34.04215,-117.483517,0.9,rooftop,14750,"Live Oak",Fontana,CA,"San Bernardino County",92335,US,"San Bernardino County",2018,06,06071,0624680,002606,2004,2,060710026062004,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3636,"799 RIALTO AVE",CA,"SAN BERNARDINO",92415,34.10094,-117.268906,0.8,rooftop,799,"E Rialto Ave","San Bernardino",CA,"San Bernardino County",92408,US,"San Bernardino County",2018,06,06071,0665000,006500,4014,4,060710065004014,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3637,"8316 SIERRA AVE",CA,FONTANA,92335,34.102351,-117.436516,1,rooftop,8316,"Sierra Ave",Fontana,CA,"San Bernardino County",92335,US,"San Bernardino County",2018,06,06071,0624680,003000,2006,2,060710030002006,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3638,"800 EAST LUGONIA AVE #L",CA,REDLANDS,92374,34.068924,-117.172496,1,rooftop,800,"E Lugonia Ave",Redlands,CA,"San Bernardino County",92374,US,"San Bernardino County",2018,06,06071,0659962,008401,5010,5,060710084015010,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3639,"311 N WABASH AVE",CA,REDLANDS,92374,34.058071,-117.140327,1,rooftop,311,"N Wabash Ave",Redlands,CA,"San Bernardino County",92374,US,"City of Redlands",2018,06,06071,0659962,008402,3012,3,060710084023012,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3640,"15342 JERALDO DR.",CA,VICTORVILLE,92394,34.529446,-117.336403,0.9,rooftop,15342,"Jeraldo Dr",Victorville,CA,"San Bernardino County",92392,US,"San Bernardino County",2018,06,06071,0682590,009905,3013,3,060710099053013,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
3641,"1851 E WASHINGTON AVE",CA,ESCONDIDO,92027,33.139725,-117.05631,1,rooftop,1851,"E Washington Ave",Escondido,CA,"San Diego County",92027,US,"San Diego Geographic Information Source - JPA",2018,06,06073,0622804,020206,3001,3,060730202063001,"San Diego-Carlsbad, CA",41740,metropolitan,,,,
3642,"120 NORTH ASH STREET",CA,ESCONDIDO,92027,33.12777,-117.065516,1,rooftop,120,"N Ash St",Escondido,CA,"San Diego County",92027,US,"San Diego Geographic Information Source - JPA",2018,06,06073,0622804,020211,2024,2,060730202112024,"San Diego-Carlsbad, CA",41740,metropolitan,,,,
3643,"2355 E VALLEY PARKWAY, STE. F",CA,ESCONDIDO,92027,33.140431,-117.045103,1,range_interpolation,2355,"E Valley Pkwy",Escondido,CA,"San Diego County",92027,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06073,0622804,020209,2000,2,060730202092000,"San Diego-Carlsbad, CA",41740,metropolitan,,,,
3644,"6020 HUGHES STREET",CA,"SAN DIEGO",92115,32.747343,-117.067658,1,rooftop,6020,"Hughes St","San Diego",CA,"San Diego County",92115,US,"San Diego Geographic Information Source - JPA",2018,06,06073,0666000,002703,1006,1,060730027031006,"San Diego-Carlsbad, CA",41740,metropolitan,,,,
3645,"3920 NORTH GRANADA AVE",CA,"SPRING VALLLEY",91977,32.748541,-116.979249,1,rooftop,3920,"N Granada Ave","Spring Valley",CA,"San Diego County",91977,US,"San Diego Geographic Information Source - JPA",2018,06,06073,0673696,013601,2022,2,060730136012022,"San Diego-Carlsbad, CA",41740,metropolitan,,,,
3646,"6620 MARLOWE DRIVE",CA,"SAN DIEGO",92115,32.747904,-117.056152,1,rooftop,6620,"Marlowe Dr","San Diego",CA,"San Diego County",92115,US,"San Diego Geographic Information Source - JPA",2018,06,06073,0666000,002903,1000,1,060730029031000,"San Diego-Carlsbad, CA",41740,metropolitan,,,,
3647,"9119 JAMACHA RD., STE. 100A",CA,"SPRING VALLEY",91977,32.71427,-117.003211,1,rooftop,9119,"Jamacha Rd","Spring Valley",CA,"San Diego County",91977,US,"San Diego Geographic Information Source - JPA",2018,06,06073,0673696,013908,2000,2,060730139082000,"San Diego-Carlsbad, CA",41740,metropolitan,,,,
3648,"3845 SPRING DRIVE",CA,"SPRING VALLEY",91977,32.748601,-117.002726,1,rooftop,3845,"Spring Dr","Spring Valley",CA,"San Diego County",91977,US,"San Diego Geographic Information Source - JPA",2018,06,06073,0673696,013801,1015,1,060730138011015,"San Diego-Carlsbad, CA",41740,metropolitan,,,,
3649,"10235 RAMONA DR #A",CA,"SPRING VALLEY",91977,32.747029,-116.973016,1,rooftop,10235,"Ramona Dr","Spring Valley",CA,"San Diego County",91977,US,"San Diego Geographic Information Source - JPA",2018,06,06073,0673696,013601,3021,3,060730136013021,"San Diego-Carlsbad, CA",41740,metropolitan,,,,
